"IDPIF","SUPQUEMADA","RADIO_M","MUERTOS","HERIDOS","IDCOMUNIDAD","COMUNIDAD","IDPROVINCIA","PROVINCIA","COMARCA","MUNICIPIO","LATITUD","LONGITUD","FECHA","TIME_CTRL","TIME_EXT","RES_GRP_CAUSA","IDGRUPOCAUSA","CAUSA","PERSONAL","PESADOS","AEREOS","GASTOS_EXT","PERDIDAS"
"2004210126","29867","9750.36","0","1","4","ANDALUCIA","21","HUELVA","CUENCA MINERA","MINAS DE RIOTINTO","37.69176","-6.59999","2004-07-27","9625","11065","1","4","PROVOCADOS POR PIRÓMANOS","1504","89","34","0","4488390"
"2012460248","28879.1","9587.75","0","0","9","C. VALENCIANA","46","VALENCIA","LA VALL D AYORA","CORTES DE PALLÁS","39.269116","-0.955787","2012-06-28","10320","24772","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","1540","109","37","0","12607966"
"2012460247","20064.9","7991.78","0","2","9","C. VALENCIANA","46","VALENCIA","ELS SERRANS","ANDILLA","39.759251","-0.776686","2012-06-29","9834","30474","0","2","OTRAS NEGLIGENCIAS (OTRAS)","2809","124","115","0","30640114"
"2007350042","18672.9","7709.58","0","1","12","CANARIAS","35","LAS PALMAS","GRAN CANARIA","TEJEDA","27.946166","-15.661566","2007-07-27","7011","42168","1","4","OTRAS MOTIVACIONES","601","66","11","0","0"
"2007380023","16820.63","7317.22","0","0","12","CANARIAS","38","S.C. TENERIFE","TENERIFE","REALEJOS, LOS","28.358346","-16.603593","2007-07-30","4353","24523","1","4","SIN DATOS","1100","71","14","184705","0"
"2005190182","12732.73","6366.28","11","3","11","CASTILLA-MANCHA","19","GUADALAJARA","ALCARRIA ALTA","RIBA DE SAELICES","40.939933","-2.2925","2005-07-16","6886","24851","0","2","HOGUERAS","1045","81","29","551169","23142608"
"2012240531","11592","6074.41","0","1","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","CASTROCONTRIGO","42.193132","-6.227208","2012-08-19","13224","26184","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","273","28","32","0","0"
"2005100838","9901.47","5614.03","0","0","14","EXTREMADURA","10","CACERES","IBORES-VILLUERCAS","CAÑAMERO","39.381154","-5.37991","2005-07-21","1738","9073","1","4","OTRAS MOTIVACIONES","506","77","24","0","14066413"
"2003100794","9562.66","5517.15","0","0","14","EXTREMADURA","10","CACERES","SIERRA DE SAN PEDRO","PORTUGAL","39.253778","-7.249774","2003-08-02","4320","14350","0","1","RAYO","830","23","14","0","4277026"
"2012170124","8729.8","5271.42","0","0","2","CATALUÑA","17","GIRONA","ALT EMPORDA","JONQUERA, LA","42.458314","2.865898","2012-07-22","6888","11217","0","2","FUMADORES","1695","99","28","0","0"
"2012290166","8037.14","5057.97","0","0","4","ANDALUCIA","29","MALAGA","VALLE DE GUADALHORCE","COÍN","36.610177","-4.735191","2012-08-30","4300","6550","0","2","QUEMA AGRÍCOLA (QUEMA DE RESTOS DE PODA)","1869","83","43","0","0"
"2006361456","7316.77","4825.97","0","2","3","GALICIA","36","PONTEVEDRA","DEZA-TABEIROS","CERDEDO","42.542994","-8.436426","2006-08-04","1765","9040","1","4","PROVOCADOS POR PIRÓMANOS","535","52","23","263160","15426315"
"2004230117","7136.6","4766.18","0","0","4","ANDALUCIA","23","JAEN","SIERRA MORENA","ALDEAQUEMADA","38.4381","-3.318531","2004-08-26","1310","5480","1","4","SIN DATOS","632","45","26","173350","1704994"
"2009440084","6677.89","4610.46","0","0","10","ARAGON","44","TERUEL","CUENCAS MINERAS","ALIAGA","40.71014","-0.659604","2009-07-22","9095","24830","0","1","RAYO","822","40","35","582917","28554150"
"2012380717","6512","4552.84","0","1","12","CANARIAS","38","S.C. TENERIFE","TENERIFE","ADEJE","28.139638","-16.690348","2012-07-15","8815","152365","0","2","FUMADORES","824","38","14","0","0"
"2009500179","6459.16","4534.33","0","0","10","ARAGON","50","ZARAGOZA","ZARAGOZA","ZARAGOZA","41.865529","-0.998509","2009-08-18","4465","7675","0","3","MANIOBRAS MILITARES","480","46","21","0","13391337"
"2003100718","6365.7","4501.41","0","0","14","EXTREMADURA","10","CACERES","HURDES","OTRA PROVINCIA","40.457541","-6.415577","2003-08-13","0","0","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","273","21","23","0","12477772"
"2003050106","6275","4469.22","0","1","17","CASTILLA Y LEON","5","AVILA","EL BARCO DE AVILA","SOLANA DE ÁVILA","40.33267","-5.645258","2003-08-03","4425","20490","1","4","VANDALISMO","347","18","15","0","753719"
"2007120090","5775.02","4287.48","0","0","9","C. VALENCIANA","12","CASTELLON","L ALCALATEN","USERES, LES/USERAS","40.15479","-0.188833","2007-08-28","5755","14695","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","765","10","38","0","0"
"2012020224","5207.28","4071.28","0","0","11","CASTILLA-MANCHA","2","ALBACETE","HELLIN","HELLÍN","38.448834","-1.772958","2012-07-01","2762","7442","1","4","PROVOCADOS POR VENGANZAS","489","48","39","0","0"
"2005490807","4650","3847.26","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.217616","-6.736336","2005-10-01","14190","14970","1","4","SIN DATOS","33","4","9","41779","0"
"2005230249","4506.5","3787.43","0","7","4","ANDALUCIA","23","JAEN","LAS VILLAS","VILLANUEVA DEL ARZOBISPO","38.140985","-2.832852","2005-08-07","5090","12290","0","1","RAYO","1455","28","42","0","0"
"2009040055","4444.27","3761.19","0","0","4","ANDALUCIA","4","ALMERIA","LEVANTE ALMERIENSE","TURRE","37.075386","-1.961036","2009-07-14","2683","7033","0","1","RAYO","437","24","17","0","0"
"2004100257","4370","3729.63","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","CÁCERES","39.516323","-6.318372","2004-06-30","910","3550","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","253","23","9","0","0"
"2012500249","4281.07","3691.49","0","0","10","ARAGON","50","ZARAGOZA","ARANDA","CALCENA","41.679324","-1.675717","2012-08-27","5982","14577","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","703","66","24","0","18384082"
"2009050152","4031.18","3582.13","1","1","17","CASTILLA Y LEON","5","AVILA","ARENAS DE SAN PEDRO","ARENAS DE SAN PEDRO","40.232547","-5.067824","2009-07-28","8409","40659","1","4","SIN DATOS","832","85","44","0","0"
"2012460249","3703.33","3433.38","0","0","9","C. VALENCIANA","46","VALENCIA","ELS SERRANS","CHULILLA","39.635951","-0.87614","2012-09-23","3100","7210","0","5","CAUSA DESCONOCIDA","709","40","28","0","5111970"
"2003100635","3682.69","3423.79","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","CASAS DE MILLÁN","39.793784","-6.277522","2003-08-02","6130","9070","0","3","FERROCARRIL","130","18","8","0","1118492"
"2009380014","3464.33","3320.74","0","2","12","CANARIAS","38","S.C. TENERIFE","LA PALMA","VILLA DE MAZO","28.548291","-17.802404","2009-07-31","4949","71815","0","2","OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES)","1137","27","14","0","0"
"2003160084","3300","3241.02","0","0","11","CASTILLA-MANCHA","16","CUENCA","ALCARRIA","BUENDÍA","40.375206","-2.761776","2003-07-31","3280","6100","0","2","QUEMA DE BASURA","539","39","30","0","1506153"
"2005240664","3290","3236.11","0","1","17","CASTILLA Y LEON","24","LEON","TRUCHAS","BENUZA","42.382877","-6.671312","2005-08-03","7420","9012","1","4","SIN DATOS","453","49","43","0","0"
"2011322255","3236.7","3209.79","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","MANZANEDA","42.228022","-7.290151","2011-10-13","8814","12637","0","6","INCENDIO REPRODUCIDO","436","33","42","0","0"
"2001120101","3200","3191.54","0","0","9","C. VALENCIANA","12","CASTELLON","EL BAIX MAESTRAT","XERT/CHERT","40.535495","0.135562","2001-08-29","6545","11951","0","1","RAYO","364","6","32","0","2635029"
"2003100544","3068.32","3125.18","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","ALCUÉSCAR","39.178703","-6.331555","2003-08-02","2395","4795","0","1","RAYO","112","16","7","0","813241"
"2009100551","3018.71","3099.81","0","3","14","EXTREMADURA","10","CACERES","HURDES","NUÑOMORAL","40.41045","-6.227518","2009-07-25","8375","21995","1","4","PROVOCADOS POR VENGANZAS","1557","227","83","0","0"
"2005490795","3006.14","3093.35","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.220545","-6.773729","2005-09-26","18850","21790","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","28","1","6","349","0"
"2003080273","2952.58","3065.67","0","0","2","CATALUÑA","8","BARCELONA","VALLS OCCIDENTAL","SANT LLORENÇ SAVALL","41.669295","2.044993","2003-08-10","8223","26053","1","4","SIN DATOS","749","76","24","0","0"
"2005362909","2896","3036.16","0","0","3","GALICIA","36","PONTEVEDRA","VIGO-BAIXO MIÑO","PAZOS DE BORBÉN","42.27861","-8.531505","2005-08-20","2015","2020","1","4","OTRAS MOTIVACIONES","241","13","11","58017","5871408"
"2001220054","2869.9","3022.45","0","0","10","ARAGON","22","HUESCA","HOYA DE HUESCA/PLANA DE UESCA","PEÑAS DE RIGLOS, LAS","42.342912","-0.574472","2001-08-01","5825","12965","0","1","RAYO","384","24","15","16071","1447380"
"2003370098","2849","3011.42","0","0","17","CASTILLA Y LEON","37","SALAMANCA","GUIJUELO","OTRA PROVINCIA","40.37167","-5.592903","2003-08-04","0","0","1","4","VANDALISMO","32","4","1","0","3269788"
"2006152162","2842","3007.72","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","MUXÍA","43.02456","-9.127473","2006-08-10","7840","8370","1","4","SIN DATOS","194","31","14","0","14299110"
"2012430143","2735.04","2950.58","0","0","2","CATALUÑA","43","TARRAGONA","RIBERA D EBRE","RASQUERA","40.967758","0.599529","2012-05-15","3538","7567","1","4","SIN DATOS","572","0","10","0","0"
"2012220135","2730","2947.86","0","5","10","ARAGON","22","HUESCA","RIBAGORZA","MONTANUY","42.500224","0.660546","2012-03-08","8725","19705","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","550","36","17","0","344620"
"2012384008","2676.81","2919.00","0","3","12","CANARIAS","38","S.C. TENERIFE","LA GOMERA","ALAJERÓ","28.092814","-17.24747","2012-08-04","73880","123860","1","4","REPRESALIA AL REDUCIRSE LAS INVERSIONES PÚBLICAS EN LOS MONTES","874","22","18","0","0"
"2003210130","2590","2871.28","0","2","4","ANDALUCIA","21","HUELVA","SIERRA DE HUELVA","ALMONASTER LA REAL","37.803675","-6.890885","2003-08-01","3975","6135","0","1","RAYO","430","32","28","538758","4598355"
"2012490510","2571.27","2860.88","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","PEDRALBA DE LA PRADERIA","41.952967","-6.665286","2012-09-22","1865","4159","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","141","19","12","0","0"
"2005180248","2442","2788.03","0","2","4","ANDALUCIA","18","GRANADA","SIERRA NEVADA (GR)","LANJARÓN","36.946919","-3.472135","2005-09-22","2747","11447","0","2","HOGUERAS","722","19","38","1349489","1787327"
"2011322226","2424.42","2777.98","0","0","3","GALICIA","32","OURENSE","INDETERMINADA (OU)","PORTUGAL","41.874529","-7.991608","2011-10-13","8010","10820","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","86","6","10","0","368067"
"2003370144","2401.93","2765.06","0","1","17","CASTILLA Y LEON","37","SALAMANCA","ROBLEDA","AGALLAS","40.457541","-6.415577","2003-08-13","885","4725","1","4","SIN DATOS","177","18","14","0","5212583"
"2006270737","2364.67","2743.53","0","6","3","GALICIA","27","LUGO","TERRA DE LEMOS","QUIROGA","42.496817","-7.121152","2006-08-31","3620","9190","1","4","SIN DATOS","719","61","33","21356","2455013"
"2012490225","2329.76","2723.21","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","HERMISENDE","41.942428","-6.844403","2012-02-28","4260","5700","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","30","4","4","0","0"
"2009040065","2329.07","2722.8","0","0","4","ANDALUCIA","4","ALMERIA","LEVANTE ALMERIENSE","TURRE","37.113258","-1.902588","2009-07-23","2346","56074","0","5","CAUSA DESCONOCIDA","572","41","5","0","0"
"2009240694","2301.3","2706.52","0","0","17","CASTILLA Y LEON","24","LEON","VEGA DE ESPINAREDA","PERANZANES","42.871914","-6.613227","2009-09-10","7203","8059","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","234","11","20","0","0"
"2004210169","2259.25","2681.68","0","0","4","ANDALUCIA","21","HUELVA","EL ANDEVALO","CALAÑAS","37.607271","-6.843702","2004-08-28","1253","5333","1","4","SIN DATOS","234","30","29","0","0"
"2003100717","2150","2616.04","0","0","14","EXTREMADURA","10","CACERES","SIERRA DE GATA","ACEBO","40.218998","-6.718582","2003-08-14","0","0","0","5","CAUSA DESCONOCIDA","135","15","17","0","3721262"
"2001370073","2146","2613.6","0","1","17","CASTILLA Y LEON","37","SALAMANCA","VITIGUDINO","BARRUECOPARDO","41.069892","-6.661902","2001-07-31","0","0","1","4","SIN DATOS","258","16","4","0","172475"
"2006361593","2141.02","2610.57","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","BARRO","42.507103","-8.677945","2006-08-06","4155","6670","1","4","PROVOCADOS POR PIRÓMANOS","45","28","3","70964","8582496"
"2008500161","2131.49","2604.75","0","0","10","ARAGON","50","ZARAGOZA","ZARAGOZA","ZUERA","41.915974","-0.921498","2008-08-05","4651","14776","0","3","MOTORES Y MÁQUINAS (ACCIDENTES DE VEHÍCULOS)","951","74","24","0","0"
"2007140043","2124.7","2600.6","0","0","4","ANDALUCIA","14","CORDOBA","VALLE DEL GUADIATO","OBEJO","38.057769","-4.727336","2007-07-27","4785","8220","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","691","21","26","1426641","5478219"
"2006460017","2094","2581.75","0","0","9","C. VALENCIANA","46","VALENCIA","LA SAFOR","SIMAT LA VALLDIGNA","39.026266","-0.290857","2006-03-10","5429","8309","0","2","QUEMA DE BASURA","364","14","16","0","205512"
"2005100837","2085.49","2576.49","0","0","14","EXTREMADURA","10","CACERES","IBORES-VILLUERCAS","ROBLEDOLLANO","39.608667","-5.466791","2005-07-21","1862","9002","1","4","SIN DATOS","364","30","23","0","1892859"
"2010460123","2059.35","2560.3","0","0","9","C. VALENCIANA","46","VALENCIA","LA RIBERA ALTA","RAFELGUARAF","39.045736","-0.439994","2010-09-07","2496","5886","1","4","SIN DATOS","909","26","19","0","350044"
"2005450245","2058.4","2559.71","0","0","11","CASTILLA-MANCHA","45","TOLEDO","LA JARA","OTRA PROVINCIA","39.447658","-5.023756","2005-08-25","1775","6005","1","4","PROVOCADOS POR VENGANZAS","297","35","15","0","1162731"
"2002100468","2049.7","2554.29","0","0","14","EXTREMADURA","10","CACERES","SIERRA DE GATA","TORRECILLA  DE LOS ÁNGELES","40.252035","-6.389769","2002-08-17","3655","7315","0","5","CAUSA DESCONOCIDA","221","18","20","0","572957"
"2012386018","2028","2540.73","0","0","12","CANARIAS","38","S.C. TENERIFE","LA PALMA","VILLA DE MAZO","28.5879","-17.792366","2012-08-04","5490","14362","0","2","FUMADORES","528","28","9","734038","0"
"2011331578","2012.2","2530.82","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.187094","-6.772635","2011-10-23","2071","2214","0","6","INCENDIO REPRODUCIDO","78","9","0","0","184246"
"2006152082","1999.96","2523.11","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","CAMARIÑAS","43.154672","-9.135295","2006-08-08","5955","8490","1","4","OTRAS MOTIVACIONES","227","26","9","0","7345933"
"2005322927","1970","2504.14","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","VILARDEVÓS","42.360165","-7.757274","2005-08-17","0","0","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","233","26","18","0","0"
"2010460119","1957.17","2495.97","0","0","9","C. VALENCIANA","46","VALENCIA","LA VALL D ALBAIDA","ONTINYENT","38.771436","-0.672342","2010-09-06","5612","10052","1","4","SIN DATOS","1124","51","45","0","68209"
"2002040043","1937.86","2483.63","0","1","4","ANDALUCIA","4","ALMERIA","PONIENTE ALMERIENSE","ENIX","36.89826","-2.558728","2002-06-26","2145","3960","0","1","RAYO","370","15","17","30916","29632"
"2005386027","1890","2452.77","0","0","12","CANARIAS","38","S.C. TENERIFE","LA PALMA","GARAFÍA","28.79812","-17.895718","2005-09-06","7060","11610","0","3","LÍNEAS ELÉCTRICAS","794","19","11","578194","0"
"2002180273","1879.91","2446.21","0","1","4","ANDALUCIA","18","GRANADA","SIERRAS LITORALES","JETE","36.816869","-3.646062","2002-11-09","3345","5865","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","1102","69","23","0","1305938"
"2006361536","1818","2405.59","0","0","3","GALICIA","36","PONTEVEDRA","O CONDADO-A PARANDATA","ARBO","42.147953","-8.306705","2006-08-05","2465","2555","1","4","PROVOCADOS POR PIRÓMANOS","86","7","7","46705","4075560"
"2006321160","1807","2398.3","0","0","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","AVIÓN","42.436841","-8.310836","2006-08-11","5280","6660","1","4","SIN DATOS","282","23","22","0","3902587"
"2003370096","1804.37","2396.56","0","0","17","CASTILLA Y LEON","37","SALAMANCA","LA ALBERCA","ESCURIAL DE LA SIERRA","40.614263","-5.956284","2003-08-03","470","3080","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","273","15","5","0","94927"
"2006361628","1773.44","2375.93","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","CATOIRA","42.654849","-8.68714","2006-08-07","1790","1850","1","4","PROVOCADOS POR PIRÓMANOS","77","10","2","25961","15001159"
"2009160215","1759.28","2366.42","0","0","11","CASTILLA-MANCHA","16","CUENCA","SERRANIA ALTA","MAJADAS, LAS","40.226511","-1.987279","2009-07-21","5495","17430","0","1","RAYO","621","47","42","0","0"
"2012321177","1749.88","2360.09","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","BARCO DE VALDEORRAS, O","42.392307","-6.990488","2012-08-10","3015","4844","0","6","INCENDIO REPRODUCIDO","616","36","35","0","2917693"
"2009160212","1718.2","2338.63","0","0","11","CASTILLA-MANCHA","16","CUENCA","SERRANIA ALTA","POYATOS","40.409278","-2.024969","2009-07-21","3220","17515","1","4","PROVOCADOS POR VENGANZAS","406","25","42","0","0"
"2010320988","1715","2336.45","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","LAZA","42.174667","-7.420509","2010-08-29","5340","10320","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","349","16","49","0","33486"
"2003460166","1707","2331","0","0","9","C. VALENCIANA","46","VALENCIA","LA FOIA DE BUNYOL","BUÑOL","39.474495","-0.842849","2003-08-28","2730","7065","1","4","SIN DATOS","60","8","11","0","44355"
"2006361702","1702.94","2328.22","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","PONTE CALDELAS","42.419961","-8.54267","2006-08-08","6750","7410","1","4","PROVOCADOS POR PIRÓMANOS","53","5","9","3585","7525807"
"2005323296","1675","2309.05","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","LAZA","42.437456","-8.269102","2005-08-24","3310","4615","1","4","SIN DATOS","172","19","17","0","0"
"2006450196","1664.7","2301.93","0","0","11","CASTILLA-MANCHA","45","TOLEDO","INDETERMINADA","OTRA PROVINCIA","39.628108","-5.236421","2006-08-12","1672","2010","1","4","PROVOCADOS POR VENGANZAS","265","29","13","107837","741264"
"2001130110","1640","2284.79","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","CAMPO DE CALATRAVA","ARGAMASILLA DE CALATRAVA","38.743328","-4.022223","2001-08-15","860","1160","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","118","15","3","0","753668"
"2006361589","1601.5","2257.82","0","0","3","GALICIA","36","PONTEVEDRA","VIGO-BAIXO MIÑO","PAZOS DE BORBÉN","42.306649","-8.552408","2006-08-06","5825","5835","1","4","OTRAS MOTIVACIONES","170","10","9","95998","7595589"
"2006331107","1600","2256.76","0","0","5","ASTURIAS","33","ASTURIAS","EO-NAVIA","VALDÉS","43.472552","-6.519991","2006-05-21","1657","11863","0","3","LÍNEAS ELÉCTRICAS","154","18","4","0","2174367"
"2001170058","1596","2253.94","0","0","2","CATALUÑA","17","GIRONA","ALT EMPORDA","CADAQUÉS","42.298939","3.257191","2001-06-18","1975","3475","0","2","FUMADORES","145","50","7","0","0"
"2005362821","1573","2237.64","0","0","3","GALICIA","36","PONTEVEDRA","VIGO-BAIXO MIÑO","FORNELOS DE MONTES","42.333257","-8.472775","2005-08-19","1690","1720","0","5","CAUSA DESCONOCIDA","89","9","2","65240","3016913"
"2006361563","1558.09","2227.01","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","PONTEVEDRA","42.373377","-8.591494","2006-08-06","5785","6205","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","135","4","4","44415","7595415"
"2005323023","1550.6","2221.65","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","CUALEDRO","42.357993","-7.365363","2005-08-19","3665","3965","1","4","VANDALISMO","68","8","11","0","0"
"2005323029","1550","2221.22","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","VERÍN","42.357993","-7.365363","2005-08-19","1500","1560","1","4","VANDALISMO","34","7","2","0","0"
"2006362027","1544.9","2217.56","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","CAMPO LAMEIRO","42.528964","-8.478438","2006-08-06","960","2100","0","6","INCENDIO REPRODUCIDO","31","6","1","10500","6494747"
"2003250105","1539.99","2214.03","1","3","2","CATALUÑA","25","LLEIDA","EL SEGRIA","SERÒS","41.41717","0.424408","2003-08-12","1010","2470","0","3","LÍNEAS ELÉCTRICAS","257","55","10","0","0"
"2006361752","1513","2194.55","0","0","3","GALICIA","36","PONTEVEDRA","VIGO-BAIXO MIÑO","BAIONA","42.075947","-8.821698","2006-08-09","2820","9540","1","4","OTRAS MOTIVACIONES","111","16","7","81696","3168979"
"2012280349","1488.07","2176.39","0","0","16","MADRID","28","MADRID","ROBLEDO DE CHAVELA","ROBLEDO DE CHAVELA","40.507672","-4.252719","2012-08-27","5714","19194","1","4","SIN DATOS","263","29","19","0","0"
"2011322415","1486.15","2174.99","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","VILARIÑO DE CONSO","42.146954","-7.240333","2011-10-17","4423","4864","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","92","5","20","0","0"
"2003060363","1483","2172.68","0","0","14","EXTREMADURA","6","BADAJOZ","TENTUDIA","JEREZ DE LOS CABALLEROS","38.229202","-6.722202","2003-08-01","1990","5980","0","1","RAYO","206","17","2","0","0"
"2006385002","1466.7","2160.71","0","0","12","CANARIAS","38","S.C. TENERIFE","EL HIERRO","VALVERDE","27.70718","-18.023822","2006-09-10","4915","17635","0","2","FUMADORES","364","14","12","0","0"
"2001490406","1460","2155.77","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.159817","-6.844835","2001-12-16","3000","3900","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","33","0","1","0","0"
"2001370085","1450","2148.37","0","0","17","CASTILLA Y LEON","37","SALAMANCA","VITIGUDINO","BARRUECOPARDO","41.069892","-6.661902","2001-08-07","1680","3270","1","4","SIN DATOS","364","22","5","0","423419"
"2011460066","1449.3","2147.85","0","0","9","C. VALENCIANA","46","VALENCIA","LA VALL D ALBAIDA","BENICOLET","38.930852","-0.321449","2011-04-08","4127","8507","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","3979","72","27","0","787515"
"2011070065","1443.19","2143.32","0","0","15","ILLES BALEARS","7","ILLES BALEARS","IBIZA","SANT JOAN DE LABRITJA","39.040086","1.51439","2011-05-25","7439","13319","0","2","OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS)","688","31","22","0","0"
"2009250089","1443","2143.18","0","0","2","CATALUÑA","25","LLEIDA","L URGELL","AGRAMUNT","41.837896","1.091479","2009-07-17","1712","6755","0","3","LÍNEAS ELÉCTRICAS","315","50","10","0","0"
"2007440075","1436.17","2138.1","1","0","10","ARAGON","44","TERUEL","CUENCAS MINERAS","TORRE DE LAS ARCAS","40.864346","-0.743095","2007-08-01","1670","3170","0","5","CAUSA DESCONOCIDA","204","20","8","181085","4927739"
"2006220104","1435.61","2137.68","0","0","10","ARAGON","22","HUESCA","LA LITERA/LA LLITERA","PERALTA DE CALASANZ","42.005122","0.379164","2006-08-12","2946","4780","0","2","OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS)","266","70","12","0","20806492"
"2003130103","1431.78","2134.83","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","MONTES SUR","SACERUELA","38.963525","-4.602473","2003-08-02","1705","2965","1","4","SIN DATOS","84","16","4","66000","1737425"
"2006321210","1428","2132.01","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","GUDIÑA, A","42.035766","-7.18097","2006-08-12","1670","3866","1","4","PROVOCADOS POR PIRÓMANOS","71","16","7","0","4459322"
"2002490316","1418.23","2124.7","0","0","17","CASTILLA Y LEON","49","ZAMORA","ALCAÑICES","PORTUGAL","41.822229","-6.543943","2002-08-16","1080","3780","1","4","SIN DATOS","153","21","22","0","1010768"
"2006100036","1407.39","2116.57","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","CAÑAVERAL","39.80004","-6.382695","2006-07-12","103","1205","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","175","48","14","0","0"
"2005130129","1373","2090.55","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","PASTOS","PUERTOLLANO","38.683832","-4.078688","2005-07-16","1426","4696","1","4","PROVOCADOS POR PIRÓMANOS","103","18","6","174901","2033002"
"2006151817","1360","2080.63","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","MAZARICOS","42.943124","-9.050255","2006-08-08","3255","3585","1","4","OTRAS MOTIVACIONES","14","14","0","0","255612"
"2012300087","1342.19","2066.96","0","0","8","MURCIA","30","MURCIA","INDETERMINADA","OTRA PROVINCIA","38.371132","-1.74887","2012-07-01","3045","7365","1","4","PROVOCADOS POR VENGANZAS","672","68","8","0","0"
"2012460157","1330.94","2058.28","0","1","9","C. VALENCIANA","46","VALENCIA","LA SAFOR","LLOCNOU DE SANT JERONI","38.903353","-0.295537","2012-06-12","3320","10460","1","4","SIN DATOS","105","22","17","0","386931"
"2011322445","1285.45","2022.8","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","MANZANEDA","42.250094","-7.237698","2011-10-18","1928","5794","0","6","INCENDIO REPRODUCIDO","5","1","2","0","0"
"2009500169","1283.07","2020.93","0","0","10","ARAGON","50","ZARAGOZA","ZARAGOZA","JAULÍN","41.43829","-0.945172","2009-07-29","2550","13430","0","2","FUMADORES","332","21","21","0","0"
